heart_rate,light,stress_score,stress_category
74,2135,32.4,Normal
56,2961,19.0,Relaxed
70,2793,21.3,Normal
102,1960,51.0,Moderate Stress
135,485,89.0,High Stress
95,1862,42.3,Mild Stress
110,1550,54.1,Moderate Stress
68,2562,27.0,Relaxed
77,2904,27.9,Normal
97,1862,46.2,Mild Stress
102,1670,49.9,Mild Stress
99,1829,46.7,Mild Stress
73,1808,37.1,Normal
65,3168,12.7,Relaxed
107,1222,60.0,Moderate Stress
76,2414,30.1,Normal
119,488,74.8,High Stress
82,2530,34.4,Normal
115,1133,59.6,Moderate Stress
130,712,80.5,High Stress
138,996,78.2,High Stress
79,2629,30.7,Normal
132,419,78.8,High Stress
80,2472,34.8,Normal
97,1994,44.4,Mild Stress
111,1027,65.9,Moderate Stress
112,851,60.8,Moderate Stress
99,1817,47.4,Mild Stress
106,1322,60.5,Moderate Stress
83,1624,40.7,Mild Stress
75,3028,23.6,Normal
142,342,87.1,High Stress
57,3469,13.8,Relaxed
117,1128,59.6,Moderate Stress
108,931,60.7,Moderate Stress
107,1055,67.8,Moderate Stress
117,894,74.6,Moderate Stress
130,462,74.8,High Stress
79,3173,22.1,Normal
94,1639,48.3,Mild Stress
86,2055,45.5,Mild Stress
91,1631,48.7,Mild Stress
79,2599,30.2,Normal
62,3519,17.3,Relaxed
135,696,80.1,High Stress
109,1233,62.2,Moderate Stress
77,3094,23.4,Normal
130,334,87.4,High Stress
72,2708,27.6,Relaxed
69,2184,37.2,Normal
104,1083,60.5,Moderate Stress
112,1381,63.1,Moderate Stress
57,3360,12.7,Relaxed
141,321,87.1,High Stress
93,2025,44.6,Mild Stress
103,879,63.3,Moderate Stress
113,1003,68.6,Moderate Stress
78,3124,25.6,Normal
81,1709,37.3,Normal
63,3819,5.0,Relaxed
86,1962,39.0,Normal
132,741,74.3,High Stress
76,2744,33.7,Normal
66,4095,6.9,Relaxed
100,777,54.9,Moderate Stress
111,1356,59.5,Moderate Stress
124,591,82.4,High Stress
91,2186,48.9,Mild Stress
83,2346,36.3,Normal
76,2377,28.6,Normal
133,995,72.2,High Stress
76,2482,22.7,Normal
95,2047,35.6,Mild Stress
110,979,54.3,Moderate Stress
124,1132,65.7,High Stress
78,2591,29.7,Normal
126,0,85.1,High Stress
79,2340,36.5,Normal
89,1283,49.8,Mild Stress
111,1087,58.8,Moderate Stress
142,375,84.4,High Stress
113,1372,57.4,Moderate Stress
92,1855,44.0,Mild Stress
89,2338,41.9,Mild Stress
61,3294,19.7,Relaxed
104,979,60.4,Moderate Stress
98,2027,54.0,Mild Stress
112,1286,61.7,Moderate Stress
83,2834,36.3,Normal
95,1544,41.3,Mild Stress
62,3015,15.9,Relaxed
99,1030,58.2,Moderate Stress
58,3076,13.2,Relaxed
99,2502,41.7,Mild Stress
158,276,96.3,High Stress
74,2148,39.1,Normal
142,478,92.0,High Stress
80,2635,26.9,Normal
86,1793,41.2,Mild Stress
142,724,83.2,High Stress
118,896,73.2,Moderate Stress
63,2861,19.1,Relaxed
71,3069,22.5,Relaxed
86,1438,40.6,Mild Stress
77,2281,27.0,Normal
57,3630,15.2,Relaxed
84,2846,28.0,Normal
138,602,87.8,High Stress
67,3674,13.8,Normal
57,3356,15.5,Relaxed
107,1084,57.2,Moderate Stress
97,1775,53.0,Mild Stress
85,1996,50.1,Mild Stress
118,1072,62.1,Moderate Stress
79,2808,25.8,Normal
79,3486,17.8,Normal
71,2382,25.7,Normal
99,2079,48.3,Mild Stress
79,2580,30.8,Normal
64,3251,19.5,Relaxed
59,2831,18.0,Relaxed
93,2080,40.3,Mild Stress
62,3525,8.1,Relaxed
60,3007,8.3,Relaxed
67,2873,24.4,Relaxed
121,774,77.8,High Stress
116,1105,65.3,Moderate Stress
64,3097,19.1,Relaxed
122,1190,70.8,High Stress
62,3477,11.1,Relaxed
96,1615,47.6,Mild Stress
92,1929,47.9,Mild Stress
64,3182,12.1,Relaxed
78,2995,24.3,Normal
68,2663,24.6,Normal
111,1121,65.3,Moderate Stress
90,1611,48.1,Mild Stress
94,1672,44.2,Mild Stress
94,1742,48.1,Mild Stress
108,429,68.4,Moderate Stress
73,2293,28.4,Normal
113,1258,64.6,Moderate Stress
102,1385,55.3,Moderate Stress
137,656,80.4,High Stress
65,3586,7.8,Relaxed
106,1687,58.9,Moderate Stress
114,782,68.5,Moderate Stress
99,1186,57.0,Mild Stress
104,1379,58.3,Moderate Stress
138,865,85.3,High Stress
116,1169,65.1,Moderate Stress
107,994,62.7,Moderate Stress
99,1669,45.8,Mild Stress
94,2220,43.3,Mild Stress
93,1950,47.2,Mild Stress
58,4095,0.0,Relaxed
138,678,76.3,High Stress
108,901,54.7,Moderate Stress
64,2843,20.6,Relaxed
76,3026,29.2,Relaxed
53,3385,4.0,Relaxed
150,615,89.3,High Stress
119,1018,68.7,Moderate Stress
91,2124,44.5,Mild Stress
67,3098,15.5,Relaxed
114,1351,60.7,Moderate Stress
65,2975,7.8,Relaxed
135,786,79.0,High Stress
61,3189,13.5,Relaxed
62,3586,9.4,Relaxed
135,600,80.0,High Stress
112,1141,61.1,Moderate Stress
99,1620,53.7,Moderate Stress
107,1164,59.4,Moderate Stress
73,2438,25.1,Normal
87,1763,42.0,Mild Stress
76,2936,25.5,Normal
101,1625,55.7,Mild Stress
106,1070,61.1,Moderate Stress
77,2315,30.1,Normal
95,1744,48.9,Mild Stress
112,963,64.6,Moderate Stress
106,949,63.3,Moderate Stress
138,1296,76.7,High Stress
142,614,88.1,High Stress
76,2388,33.9,Normal
94,1925,38.7,Mild Stress
90,1997,44.4,Mild Stress
88,2164,41.3,Mild Stress
102,2128,44.0,Mild Stress
92,1528,47.3,Mild Stress
67,3230,23.5,Relaxed
102,2001,50.8,Mild Stress
101,1178,52.3,Moderate Stress
107,1176,62.8,Moderate Stress
109,1203,61.0,Moderate Stress
96,1485,50.7,Moderate Stress
59,3172,8.2,Relaxed
100,2332,41.9,Mild Stress
69,2273,31.2,Normal
59,3351,12.0,Relaxed
64,3358,23.5,Relaxed
70,3363,19.0,Relaxed
82,3363,27.5,Normal
66,3185,24.3,Relaxed
86,2938,26.4,Normal
64,3212,12.4,Relaxed
120,1430,62.2,Moderate Stress
88,1885,43.6,Mild Stress
56,3233,8.9,Relaxed
112,1018,56.2,Moderate Stress
94,2355,43.0,Mild Stress
69,2672,28.8,Normal
56,2567,13.8,Relaxed
141,542,78.4,High Stress
72,3234,16.1,Normal
78,1767,38.5,Normal
69,3017,21.3,Normal
68,2995,17.9,Normal
55,3740,5.1,Relaxed
87,2787,33.7,Normal
128,719,74.6,High Stress
88,2410,35.0,Mild Stress
57,3172,11.3,Relaxed
76,2841,21.7,Normal
96,1822,47.2,Mild Stress
81,2176,27.9,Mild Stress
140,855,81.7,High Stress
59,3312,10.2,Relaxed
73,2279,30.0,Normal
148,619,89.6,High Stress
71,3097,32.7,Normal
98,2103,51.1,Mild Stress
68,3191,16.6,Relaxed
77,2510,20.7,Normal
118,323,72.4,High Stress
77,2683,25.2,Normal
135,352,81.1,High Stress
88,1926,35.3,Mild Stress
127,664,79.9,High Stress
60,3192,11.7,Relaxed
142,608,91.9,High Stress
58,3447,9.9,Relaxed
114,1386,53.5,Moderate Stress
79,1937,32.9,Normal
148,922,85.0,High Stress
139,560,85.2,High Stress
84,2490,40.5,Normal
67,3238,12.5,Relaxed
90,1526,41.5,Mild Stress
94,809,49.9,Mild Stress
120,1232,65.7,Moderate Stress
103,1887,51.7,Mild Stress
96,1257,55.6,Moderate Stress
109,715,67.4,Moderate Stress
108,1449,61.0,Moderate Stress
110,1051,63.6,Moderate Stress
126,388,72.7,High Stress
77,2397,32.0,Normal
136,252,86.8,High Stress
90,2437,44.3,Mild Stress
58,3613,10.0,Relaxed
71,2792,26.1,Normal
80,2388,31.7,Normal
139,363,93.0,High Stress
130,135,80.2,High Stress
81,2734,27.3,Normal
82,2828,39.4,Normal
95,1738,52.0,Mild Stress
92,1913,42.9,Mild Stress
76,2041,34.2,Normal
140,737,84.3,High Stress
121,1143,68.4,Moderate Stress
107,1125,66.1,Moderate Stress
100,1193,57.1,Mild Stress
62,3000,11.1,Relaxed
66,3570,21.1,Relaxed
70,3036,19.8,Normal
112,1559,58.1,Moderate Stress
95,1586,45.8,Mild Stress
78,2987,28.4,Normal
137,948,77.9,High Stress
86,1751,40.0,Mild Stress
80,2889,27.3,Normal
97,1882,43.3,Mild Stress
79,2552,31.2,Normal
124,757,79.4,High Stress
129,392,85.7,High Stress
107,1280,63.1,Moderate Stress
69,3378,13.9,Relaxed
122,1043,70.3,Moderate Stress
110,420,77.2,Moderate Stress
65,3206,12.2,Relaxed
112,1439,65.1,Moderate Stress
82,2762,31.3,Normal
139,847,78.7,High Stress
64,3593,12.1,Relaxed
115,1648,60.0,Moderate Stress
61,3419,8.7,Relaxed
57,3706,8.5,Relaxed
58,3218,6.7,Relaxed
80,3265,24.7,Normal
110,1117,58.9,Moderate Stress
92,2166,43.1,Mild Stress
71,3499,23.6,Normal
97,1198,51.8,Moderate Stress
92,2323,39.0,Mild Stress
132,531,85.8,High Stress
63,3175,8.0,Relaxed
113,1042,60.2,Moderate Stress
132,601,73.1,High Stress
123,908,68.9,High Stress
66,3913,9.3,Relaxed
107,961,56.1,Moderate Stress
64,3531,11.7,Relaxed
89,1548,46.4,Mild Stress
90,1777,50.9,Mild Stress
133,1109,71.0,High Stress
73,2641,29.0,Normal
105,942,62.9,Moderate Stress
140,314,87.5,High Stress
77,1883,28.5,Normal
133,476,80.9,High Stress
116,1014,63.5,High Stress
135,694,86.8,High Stress
91,1689,48.2,Mild Stress
90,1876,38.7,Mild Stress
77,2791,24.4,Normal
76,2799,30.4,Normal
56,3002,21.7,Relaxed
64,3569,5.1,Relaxed
97,1781,46.5,Mild Stress
114,1409,66.4,Moderate Stress
66,3299,12.6,Relaxed
54,3268,7.9,Relaxed
145,887,85.9,High Stress
77,2864,25.2,Normal
91,1643,44.8,Mild Stress
60,3328,17.3,Relaxed
88,1990,48.3,Mild Stress
67,3316,14.1,Relaxed
137,891,80.5,High Stress
140,665,84.6,High Stress
115,1400,53.9,Moderate Stress
75,2173,26.0,Normal
112,1326,54.0,Moderate Stress
59,3224,20.6,Relaxed
58,2794,14.6,Relaxed
77,3206,21.6,Normal
114,1003,67.7,Moderate Stress
62,3730,5.7,Relaxed
78,2181,32.8,Normal
72,3057,32.6,Normal
70,3290,10.9,Relaxed
136,599,80.8,High Stress
89,1720,36.4,Mild Stress
92,1765,46.7,Mild Stress
84,2376,39.0,Mild Stress
136,876,78.4,High Stress
92,3264,26.9,Normal
147,600,92.2,High Stress
67,3659,16.9,Relaxed
113,719,64.8,Moderate Stress
113,1621,63.0,Moderate Stress
90,2033,36.6,Mild Stress
58,2947,18.4,Relaxed
92,1640,46.0,Mild Stress
106,968,58.3,Moderate Stress
139,286,86.7,High Stress
137,950,78.9,High Stress
93,1859,49.3,Mild Stress
61,3134,17.5,Relaxed
85,2809,35.9,Normal
82,2899,33.0,Normal
129,725,82.0,High Stress
92,2313,38.7,Mild Stress
59,3611,8.8,Relaxed
110,1418,60.7,Moderate Stress
79,2321,37.8,Normal
147,916,78.4,High Stress
110,1311,63.3,Moderate Stress
61,2979,19.5,Relaxed
64,3798,8.6,Relaxed
109,1170,62.0,Moderate Stress
64,2881,22.6,Relaxed
80,3319,24.5,Normal
81,2543,30.9,Normal
72,3340,12.2,Relaxed
89,1955,37.9,Mild Stress
131,480,78.0,High Stress
128,742,69.2,High Stress
95,1149,50.4,Moderate Stress
108,1477,57.9,Moderate Stress
102,529,65.7,Moderate Stress
115,1768,56.1,Moderate Stress
66,3357,13.3,Relaxed
97,2161,44.7,Mild Stress
81,1484,41.5,Mild Stress
103,1194,59.9,Moderate Stress
131,411,71.8,High Stress
77,3084,28.5,Normal
90,1643,46.2,Mild Stress
132,864,71.5,High Stress
72,2408,27.9,Normal
78,2377,32.1,Normal
135,593,83.2,High Stress
64,2723,19.7,Relaxed
63,3883,15.6,Relaxed
139,394,90.6,High Stress
72,3716,12.2,Normal
92,1352,47.8,Mild Stress
85,2049,32.0,Mild Stress
92,2017,44.4,Mild Stress
96,2233,42.3,Mild Stress
113,1077,68.8,Moderate Stress
103,999,56.7,Moderate Stress
89,1667,48.2,Mild Stress
102,1183,51.6,Moderate Stress
134,684,80.8,High Stress
96,1321,59.3,Mild Stress
77,2524,32.7,Normal
98,2753,39.7,Mild Stress
67,3661,15.8,Normal
131,162,81.8,High Stress
74,2479,31.8,Normal
55,3476,10.2,Relaxed
84,1707,38.2,Mild Stress
105,1114,61.4,Moderate Stress
54,3206,13.9,Relaxed
56,3235,10.2,Relaxed
63,3866,11.6,Relaxed
96,1087,58.2,Mild Stress
62,3651,18.4,Relaxed
102,808,67.0,Moderate Stress
132,742,70.2,High Stress
112,1192,61.5,Moderate Stress
70,2397,28.0,Normal
76,2384,26.8,Normal
89,2644,34.0,Mild Stress
93,2313,46.6,Mild Stress
91,1630,49.0,Mild Stress
56,3011,12.8,Relaxed
77,2671,30.7,Normal
87,1665,43.2,Mild Stress
74,2540,21.4,Normal
76,2341,25.7,Normal
145,359,86.2,High Stress
66,3100,17.3,Relaxed
131,840,76.1,High Stress
74,3424,11.8,Relaxed
60,3337,2.9,Relaxed
103,1484,59.2,Moderate Stress
151,563,79.4,High Stress
58,3396,14.8,Relaxed
102,1974,50.5,Mild Stress
60,3679,5.2,Relaxed
81,2683,33.1,Normal
75,2467,31.5,Normal
99,2001,43.1,Mild Stress
119,436,70.3,High Stress
71,3246,17.2,Relaxed
120,397,73.4,High Stress
78,2714,30.4,Normal
111,1047,63.5,Moderate Stress
105,495,66.1,Moderate Stress
69,3144,21.0,Normal
112,1106,59.4,Moderate Stress
127,257,79.3,High Stress
60,3185,9.8,Relaxed
103,935,65.7,Moderate Stress
109,323,70.1,Moderate Stress
130,797,77.8,High Stress
65,3389,10.3,Relaxed
111,908,56.2,Moderate Stress
97,2117,47.7,Mild Stress
108,1499,63.0,Moderate Stress
59,3283,18.0,Relaxed
68,2291,33.6,Normal
85,2062,38.4,Mild Stress
59,3413,4.9,Relaxed
87,1694,46.9,Mild Stress
109,460,71.5,Moderate Stress
70,3559,15.8,Relaxed
60,3372,7.0,Relaxed
108,1315,54.9,Moderate Stress
119,1092,69.9,Moderate Stress
89,1260,61.1,Mild Stress
104,1591,55.8,Moderate Stress
59,3297,14.0,Relaxed
70,2998,31.5,Normal
92,1262,55.1,Mild Stress
86,1826,40.4,Mild Stress
110,723,64.8,Moderate Stress
108,1322,59.0,Moderate Stress
136,557,79.4,High Stress
142,598,82.8,High Stress
131,639,77.8,High Stress
118,877,63.2,Moderate Stress
108,1180,60.8,Moderate Stress
60,3398,14.5,Relaxed
111,919,71.9,Moderate Stress
119,935,60.6,Moderate Stress
56,2994,20.4,Relaxed
82,2706,32.2,Normal
59,3397,14.0,Relaxed
112,1494,59.5,Moderate Stress
75,3274,30.5,Normal
66,2301,25.8,Normal
120,413,68.0,High Stress
103,1042,58.0,Moderate Stress
128,988,67.4,High Stress
133,1096,69.5,High Stress
150,830,82.7,High Stress
63,2982,9.3,Relaxed
107,1044,63.1,Moderate Stress
109,1425,60.8,Moderate Stress
93,1625,48.2,Mild Stress
79,2730,26.9,Normal
80,2563,34.2,Normal
86,1742,44.2,Mild Stress
121,832,68.8,Moderate Stress
111,1158,60.6,Moderate Stress
74,3098,27.6,Normal
81,2189,43.8,Mild Stress
65,3757,17.2,Relaxed
118,1009,62.3,Moderate Stress
97,1643,44.3,Mild Stress
58,3635,17.5,Relaxed
97,977,57.0,Mild Stress
124,686,82.4,High Stress
114,1376,56.6,Moderate Stress
64,3583,11.7,Relaxed
59,3461,2.9,Relaxed
115,1196,64.9,Moderate Stress
105,735,61.6,Moderate Stress
109,1627,53.0,Moderate Stress
87,1590,47.3,Mild Stress
89,2313,34.5,Mild Stress
103,1138,56.6,Moderate Stress
140,457,79.2,High Stress
77,1729,41.1,Normal
95,1071,45.1,Mild Stress
131,907,67.9,High Stress
113,1470,55.2,Moderate Stress
77,3443,25.0,Normal
105,983,66.3,Moderate Stress
84,2665,35.7,Normal
112,1315,61.4,Moderate Stress
93,1389,51.6,Mild Stress
144,495,84.6,High Stress
83,2558,34.9,Normal
63,3171,12.2,Relaxed
58,2411,21.8,Relaxed
128,273,82.0,High Stress
61,4095,8.1,Relaxed
65,3903,7.4,Relaxed
152,454,89.9,High Stress
97,1643,49.6,Mild Stress
54,3677,1.1,Relaxed
91,1288,59.3,Mild Stress
76,3292,27.1,Normal
69,4095,19.5,Relaxed
56,3826,7.2,Relaxed
95,2327,43.9,Mild Stress
82,2748,31.8,Normal
108,872,61.5,Moderate Stress
66,2611,18.2,Normal
80,2953,26.1,Normal
123,1240,66.8,Moderate Stress
137,994,81.4,High Stress
68,4028,12.0,Relaxed
58,2884,12.9,Relaxed
118,994,67.6,Moderate Stress
64,3816,15.1,Relaxed
65,3684,16.9,Relaxed
86,1807,46.7,Mild Stress
128,896,69.7,High Stress
53,3195,5.8,Relaxed
60,3226,11.1,Relaxed
65,3243,11.7,Relaxed
71,3743,15.8,Relaxed
90,1889,52.0,Mild Stress
96,1840,51.1,Mild Stress
132,493,89.6,High Stress
123,786,73.1,Moderate Stress
77,3132,21.3,Normal
136,600,82.6,High Stress
87,1503,41.1,Mild Stress
134,626,79.4,High Stress
102,1072,58.9,Moderate Stress
96,2389,46.5,Mild Stress
90,1503,49.6,Mild Stress
88,1617,42.8,Mild Stress
71,2135,30.1,Normal
67,3414,7.2,Relaxed
114,421,71.1,Moderate Stress
103,1659,49.2,Mild Stress
101,1428,52.8,Moderate Stress
92,2033,39.9,Mild Stress
142,974,84.3,High Stress
111,1023,64.5,Moderate Stress
84,2180,33.0,Mild Stress
93,1656,45.8,Mild Stress
128,502,81.6,High Stress
65,3462,15.6,Relaxed
94,1509,49.0,Mild Stress
83,2693,34.5,Normal
140,167,91.6,High Stress
61,3016,17.4,Relaxed
115,1259,64.5,Moderate Stress
130,786,73.9,High Stress
114,775,61.6,Moderate Stress
62,3731,18.4,Relaxed
92,1845,47.0,Mild Stress
110,1502,61.2,Moderate Stress
60,3093,15.4,Relaxed
96,2303,42.4,Mild Stress
129,377,83.3,High Stress
60,3355,10.7,Relaxed
82,2308,29.1,Normal
131,215,84.8,High Stress
63,3057,20.7,Relaxed
122,306,77.8,High Stress
118,840,66.4,Moderate Stress
109,1364,60.3,Moderate Stress
99,1270,50.0,Moderate Stress
57,3452,12.0,Relaxed
73,2315,30.9,Normal
61,2641,25.9,Relaxed
72,2310,33.6,Normal
113,661,67.5,Moderate Stress
133,727,79.9,High Stress
93,1718,41.6,Mild Stress
114,553,68.1,Moderate Stress
90,1756,51.4,Mild Stress
84,1520,41.8,Mild Stress
152,586,83.0,High Stress
75,2704,26.5,Normal
100,982,59.2,Mild Stress
70,2114,36.9,Normal
59,3077,13.4,Relaxed
117,1323,59.9,Moderate Stress
139,0,86.8,High Stress
108,1319,55.6,Moderate Stress
115,724,67.4,High Stress
106,929,61.3,Moderate Stress
93,1831,47.4,Mild Stress
64,3222,11.4,Relaxed
73,1941,28.2,Normal
88,1319,48.8,Mild Stress
112,756,72.6,Moderate Stress
99,1437,53.4,Mild Stress
115,577,77.7,Moderate Stress
94,1982,50.6,Mild Stress
80,2135,36.7,Normal
104,455,66.8,Moderate Stress
84,3200,28.7,Normal
89,2348,41.5,Mild Stress
113,928,55.2,Moderate Stress
105,850,63.3,Moderate Stress
121,728,70.0,Moderate Stress
62,3111,17.4,Relaxed
63,3835,10.5,Relaxed
128,878,72.1,High Stress
73,1943,35.3,Normal
91,1251,47.8,Mild Stress
98,2004,53.3,Mild Stress
82,2656,31.7,Normal
147,951,85.1,High Stress
76,3143,25.9,Normal
111,1055,65.7,Moderate Stress
58,3275,16.2,Relaxed
68,3619,16.4,Relaxed
67,3439,21.2,Relaxed
70,2990,21.4,Normal
80,2637,36.4,Normal
66,3532,15.6,Relaxed
82,3184,26.1,Normal
144,528,88.5,High Stress
129,781,74.7,High Stress
56,3909,6.6,Relaxed
105,1305,56.0,Moderate Stress
103,1024,55.4,Moderate Stress
62,3331,15.2,Relaxed
70,3231,16.2,Relaxed
73,2995,21.4,Relaxed
73,2727,28.5,Normal
142,0,83.1,High Stress
110,1365,59.7,Moderate Stress
56,3230,14.4,Relaxed
109,896,55.5,Moderate Stress
64,3001,21.3,Relaxed
62,3108,12.3,Relaxed
88,1808,40.0,Mild Stress
73,2775,24.9,Normal
79,2632,34.9,Normal
128,489,75.8,High Stress
140,1109,81.3,High Stress
76,3163,22.1,Normal
140,150,91.6,High Stress
60,3055,17.8,Relaxed
92,1750,43.4,Mild Stress
110,607,70.8,Moderate Stress
77,2946,28.2,Normal
134,601,73.9,High Stress
98,1356,49.0,Mild Stress
149,728,85.1,High Stress
90,2283,39.6,Mild Stress
135,127,88.0,High Stress
73,2178,34.7,Normal
49,3514,2.6,Relaxed
88,1600,48.2,Mild Stress
118,1077,60.8,Moderate Stress
105,1266,55.1,Moderate Stress
105,994,59.8,Moderate Stress
96,1550,49.4,Mild Stress
145,699,83.5,High Stress
108,1109,62.7,Moderate Stress
65,3718,9.3,Relaxed
66,3202,15.9,Relaxed
101,1644,50.1,Mild Stress
64,3209,12.7,Relaxed
143,1107,77.0,High Stress
98,1160,47.8,Moderate Stress
101,3000,32.7,Mild Stress
89,2126,40.3,Mild Stress
119,221,79.4,Moderate Stress
99,1264,55.3,Mild Stress
98,1617,46.7,Mild Stress
55,2913,14.4,Relaxed
107,694,60.2,Moderate Stress
110,961,56.6,Moderate Stress
55,3553,5.7,Relaxed
98,1643,52.4,Mild Stress
125,486,78.3,High Stress
131,204,82.2,High Stress
91,1468,53.1,Mild Stress
137,927,79.6,High Stress
85,2020,52.5,Mild Stress
136,570,82.9,High Stress
61,2884,14.7,Relaxed
137,740,78.8,High Stress
95,2347,34.4,Mild Stress
110,762,63.4,Moderate Stress
71,2604,23.6,Relaxed
114,1613,56.8,Moderate Stress
63,3191,26.0,Relaxed
58,3901,2.4,Relaxed
121,250,77.7,High Stress
77,2725,31.4,Normal
119,1184,62.7,Moderate Stress
78,3165,22.9,Normal
128,545,75.1,High Stress
62,3177,21.9,Relaxed
94,1811,54.4,Mild Stress
97,2096,46.3,Mild Stress
89,1851,39.9,Mild Stress
70,2211,24.9,Normal
91,2150,38.3,Mild Stress
95,1709,53.2,Mild Stress
65,2820,24.9,Relaxed
75,3626,10.3,Normal
130,621,75.1,High Stress
72,2699,22.5,Normal
58,3289,14.3,Relaxed
127,773,77.2,High Stress
57,3006,14.5,Relaxed
73,2523,29.3,Normal
139,754,78.8,High Stress
95,1525,46.0,Mild Stress
72,1652,37.7,Normal
74,3130,21.3,Normal
89,2226,38.5,Mild Stress
76,2649,25.0,Normal
96,2393,38.6,Mild Stress
96,1389,51.7,Mild Stress
102,1512,54.2,Moderate Stress
65,3579,19.2,Relaxed
110,949,63.0,Moderate Stress
122,219,74.4,High Stress
131,483,78.2,High Stress
63,2859,13.4,Relaxed
143,941,72.7,High Stress
105,884,62.0,Moderate Stress
64,3389,14.1,Relaxed
128,826,76.2,High Stress
136,148,86.2,High Stress
70,3457,15.0,Relaxed
152,449,90.1,High Stress
135,749,75.6,High Stress
65,3587,7.5,Relaxed
101,1836,44.9,Mild Stress
59,3631,7.2,Relaxed
77,2765,18.3,Normal
139,714,78.3,High Stress
77,1630,36.8,Mild Stress
141,603,75.2,High Stress
108,1350,56.5,Moderate Stress
78,3079,27.7,Normal
137,847,80.2,High Stress
135,894,76.6,High Stress
59,3497,14.6,Relaxed
86,2247,46.4,Mild Stress
88,2269,32.4,Normal
114,1738,55.9,Moderate Stress
59,3254,17.3,Relaxed
146,581,81.6,High Stress
62,2985,19.1,Relaxed
72,3377,24.1,Normal
105,1057,67.2,Moderate Stress
72,2984,24.8,Relaxed
72,2503,29.1,Normal
98,2369,41.0,Mild Stress
130,426,71.5,High Stress
79,2617,32.4,Normal
63,2911,19.8,Relaxed
63,2667,18.8,Relaxed
59,3472,14.2,Relaxed
101,547,64.0,Moderate Stress
76,2956,21.8,Normal
115,706,70.2,Moderate Stress
118,1046,71.3,Moderate Stress
150,548,82.7,High Stress
139,433,82.2,High Stress
65,3053,12.2,Relaxed
89,2597,40.5,Mild Stress
138,786,75.0,High Stress
111,1206,65.1,Moderate Stress
75,2438,31.9,Normal
106,1059,55.3,Moderate Stress
108,834,66.4,Moderate Stress
64,2805,15.9,Relaxed
113,1352,69.0,Moderate Stress
114,1492,58.6,Moderate Stress
107,855,66.3,Moderate Stress
81,2427,31.2,Normal
112,1324,58.6,Moderate Stress
75,2326,29.2,Normal
131,654,80.4,High Stress
114,805,69.1,Moderate Stress
70,3445,17.6,Relaxed
109,1272,65.2,Moderate Stress
64,3491,8.9,Relaxed
111,1134,64.8,Moderate Stress
152,506,88.8,High Stress
81,2832,31.6,Normal
72,2288,21.9,Normal
153,544,89.4,High Stress
87,1705,47.5,Mild Stress
77,2587,31.2,Normal
68,3466,16.1,Relaxed
113,1388,61.4,Moderate Stress
74,2166,29.7,Normal
70,2940,28.3,Relaxed
76,2285,26.2,Normal
67,3459,18.8,Relaxed
57,3474,4.9,Relaxed
113,1145,67.7,Moderate Stress
131,499,74.7,High Stress
63,3719,8.8,Relaxed
61,3304,15.5,Relaxed
57,3245,8.2,Relaxed
136,1025,77.1,High Stress
74,2631,25.9,Normal
55,3086,15.4,Relaxed
100,928,55.0,Moderate Stress
135,749,83.8,High Stress
62,3601,8.9,Relaxed
111,1161,60.0,Moderate Stress
86,1934,39.3,Mild Stress
146,274,92.0,High Stress
72,3037,17.0,Normal
89,2264,37.4,Mild Stress
107,847,64.1,Moderate Stress
83,2914,29.0,Normal
81,2210,34.2,Normal
74,3431,25.7,Normal
117,1184,61.7,Moderate Stress
107,951,57.4,Moderate Stress
92,2122,42.7,Mild Stress
57,3957,5.9,Relaxed
145,571,89.9,High Stress
57,3606,6.5,Relaxed
61,4095,9.7,Relaxed
110,1155,64.5,Moderate Stress
97,2021,41.2,Mild Stress
120,434,71.8,High Stress
141,493,88.2,High Stress
65,2965,24.3,Relaxed
57,3580,13.8,Relaxed
75,2353,29.4,Normal
141,346,76.6,High Stress
94,1675,50.2,Mild Stress
105,916,63.3,Moderate Stress
89,1869,42.9,Mild Stress
64,3655,8.1,Relaxed
136,605,84.9,High Stress
56,3224,16.9,Relaxed
69,3041,18.4,Normal
107,1155,60.2,Moderate Stress
75,2757,27.9,Normal
126,272,80.7,High Stress
132,472,75.0,High Stress
71,2648,29.8,Normal
74,1999,34.4,Normal
110,610,65.0,Moderate Stress
76,3121,19.4,Normal
86,1402,48.0,Mild Stress
89,2086,35.0,Mild Stress
113,1216,61.7,Moderate Stress
75,3009,32.5,Normal
99,1787,54.7,Mild Stress
104,1232,53.3,Moderate Stress
153,625,93.6,High Stress
116,1158,69.0,Moderate Stress
71,2530,29.7,Normal
72,3068,24.6,Relaxed
70,3310,15.6,Normal
112,1736,52.9,Moderate Stress
74,2115,30.2,Normal
