heart_rate,light,stress_score,stress_category
135,482,81.8,High Stress
58,2351,28.4,Relaxed
106,583,68.5,Moderate Stress
74,2527,30.8,Normal
118,481,71.7,High Stress
103,1179,51.7,Moderate Stress
129,109,86.3,High Stress
65,3032,23.9,Relaxed
63,3631,8.6,Relaxed
100,1383,52.0,Mild Stress
93,2112,47.3,Mild Stress
111,1311,59.3,Moderate Stress
63,2598,17.4,Relaxed
80,2729,34.5,Normal
146,635,86.8,High Stress
90,1572,44.8,Mild Stress
92,1499,47.7,Mild Stress
64,2953,13.1,Relaxed
134,370,85.4,High Stress
78,1854,38.4,Mild Stress
111,484,70.4,Moderate Stress
107,2533,47.1,Mild Stress
89,2515,38.9,Normal
64,3855,9.6,Relaxed
59,3512,11.4,Relaxed
125,608,74.4,High Stress
131,514,86.8,High Stress
110,777,65.5,Moderate Stress
57,3602,8.5,Relaxed
98,2151,46.3,Mild Stress
112,678,61.5,Moderate Stress
73,2375,34.8,Normal
81,2862,26.8,Normal
120,667,62.1,High Stress
60,3412,15.0,Relaxed
76,3174,25.0,Normal
122,1693,70.0,Moderate Stress
127,734,77.7,High Stress
67,3468,19.8,Relaxed
113,1028,54.2,Moderate Stress
111,638,68.5,Moderate Stress
97,2246,49.7,Mild Stress
131,469,79.8,High Stress
79,3032,23.1,Normal
88,1363,45.2,Mild Stress
60,3495,14.0,Relaxed
89,1445,47.3,Mild Stress
97,2118,44.1,Mild Stress
73,2908,26.9,Normal
96,2388,44.8,Mild Stress
69,3209,24.1,Relaxed
71,3494,12.3,Relaxed
63,3219,20.6,Relaxed
138,923,80.9,High Stress
107,1041,58.2,Moderate Stress
101,2106,39.0,Mild Stress
126,934,74.5,High Stress
108,982,64.5,Moderate Stress
67,2295,23.1,Normal
58,3169,12.6,Relaxed
80,3078,24.7,Normal
101,1186,59.7,Moderate Stress
101,1532,56.3,Moderate Stress
82,2252,35.4,Normal
109,1381,46.9,Moderate Stress
144,693,80.1,High Stress
99,1673,55.9,Mild Stress
65,3886,7.4,Relaxed
73,2339,27.5,Normal
92,2152,39.8,Mild Stress
91,1975,47.6,Mild Stress
111,327,69.6,Moderate Stress
88,2016,42.8,Mild Stress
50,3646,1.9,Relaxed
118,940,67.7,Moderate Stress
123,644,73.9,High Stress
100,1102,63.1,Mild Stress
109,724,51.6,Moderate Stress
85,2130,38.0,Mild Stress
62,3708,15.9,Relaxed
143,994,77.6,High Stress
98,1989,42.0,Mild Stress
77,1836,31.3,Mild Stress
114,1154,62.6,Moderate Stress
72,2103,30.2,Normal
75,2766,23.9,Normal
139,528,90.5,High Stress
115,1023,64.4,Moderate Stress
83,2127,36.2,Normal
53,3884,3.8,Relaxed
102,1939,50.8,Mild Stress
54,3724,6.5,Relaxed
89,2369,43.0,Mild Stress
116,1253,72.3,Moderate Stress
99,766,63.3,Moderate Stress
101,2092,47.6,Mild Stress
64,2731,18.8,Relaxed
128,412,81.6,High Stress
117,588,71.2,High Stress
105,1172,58.4,Mild Stress
89,1543,39.8,Mild Stress
110,904,63.9,Moderate Stress
91,2099,36.7,Mild Stress
64,3450,13.8,Relaxed
72,2931,25.6,Normal
77,2076,28.4,Normal
143,674,76.2,High Stress
126,254,79.1,High Stress
106,1387,51.2,Moderate Stress
80,2321,32.8,Normal
104,1726,50.1,Mild Stress
138,1137,76.8,High Stress
105,1622,52.3,Moderate Stress
63,3259,9.2,Relaxed
137,261,91.0,High Stress
80,2795,29.4,Normal
52,3260,13.1,Relaxed
141,332,82.9,High Stress
92,1482,45.9,Mild Stress
77,2529,24.2,Normal
143,902,85.6,High Stress
104,899,60.0,Moderate Stress
129,584,79.7,High Stress
56,3532,9.4,Relaxed
131,1092,74.6,High Stress
115,1017,62.7,Moderate Stress
59,3380,10.7,Relaxed
110,1250,60.6,Moderate Stress
73,2089,41.1,Normal
141,337,86.1,High Stress
103,1354,54.0,Mild Stress
98,1247,53.7,Moderate Stress
58,2644,17.5,Relaxed
64,3175,19.0,Relaxed
141,820,77.8,High Stress
86,2571,31.5,Normal
135,1221,70.3,High Stress
62,2667,23.2,Relaxed
106,1424,49.4,Moderate Stress
105,826,57.9,Moderate Stress
127,786,76.4,High Stress
111,820,63.7,Moderate Stress
90,2471,46.5,Mild Stress
128,695,70.8,High Stress
65,3037,16.6,Relaxed
65,3507,17.3,Relaxed
94,1900,43.3,Mild Stress
89,1227,47.3,Mild Stress
62,3177,14.8,Relaxed
72,3218,20.4,Relaxed
145,756,86.7,High Stress
72,3347,24.3,Relaxed
101,2474,39.9,Mild Stress
58,3784,6.0,Relaxed
66,3655,19.3,Relaxed
85,3480,22.6,Normal
66,3893,7.4,Relaxed
89,1592,47.1,Mild Stress
135,386,79.1,High Stress
137,441,81.5,High Stress
79,1951,41.7,Normal
112,1032,67.4,Moderate Stress
76,2339,41.5,Normal
136,859,78.5,High Stress
147,494,86.0,High Stress
111,917,69.1,Moderate Stress
76,2724,33.0,Normal
128,1097,64.3,High Stress
147,481,95.6,High Stress
107,900,58.3,Moderate Stress
135,481,80.5,High Stress
134,453,79.6,High Stress
112,1722,57.9,Moderate Stress
121,1179,66.7,Moderate Stress
135,157,78.1,High Stress
110,1111,65.5,Moderate Stress
66,3247,15.5,Relaxed
80,2543,25.0,Normal
93,1757,51.4,Mild Stress
90,2412,38.7,Mild Stress
83,2323,41.3,Mild Stress
73,2702,24.9,Normal
147,967,85.8,High Stress
66,3784,12.7,Relaxed
57,3631,14.6,Relaxed
99,838,64.8,Moderate Stress
123,805,70.8,High Stress
109,944,60.7,Moderate Stress
79,2213,32.2,Normal
152,641,94.2,High Stress
114,1421,55.1,Moderate Stress
130,594,77.7,High Stress
88,1713,37.9,Mild Stress
112,912,61.5,Moderate Stress
88,2254,40.1,Mild Stress
76,2242,22.2,Normal
64,2764,22.4,Normal
61,3284,13.0,Relaxed
62,3304,15.5,Relaxed
112,1076,65.6,Moderate Stress
122,1356,69.2,Moderate Stress
67,3104,13.6,Relaxed
103,1620,50.4,Mild Stress
108,1129,56.7,Moderate Stress
86,3315,32.3,Normal
109,694,58.7,Moderate Stress
144,605,89.5,High Stress
55,3429,9.6,Relaxed
84,2071,37.4,Normal
112,1097,70.4,Moderate Stress
97,1829,51.3,Mild Stress
82,2627,33.7,Normal
66,3478,15.1,Relaxed
95,2437,39.5,Mild Stress
56,3409,4.5,Relaxed
109,645,63.2,Moderate Stress
112,750,67.4,Moderate Stress
87,2985,25.4,Normal
85,1723,37.7,Mild Stress
59,3340,10.2,Relaxed
126,367,78.1,High Stress
114,1018,66.9,Moderate Stress
102,1071,57.7,Moderate Stress
117,860,72.6,Moderate Stress
53,2831,15.8,Relaxed
118,902,65.3,High Stress
67,3220,22.3,Relaxed
137,635,81.9,High Stress
90,2679,36.3,Mild Stress
92,2262,41.4,Mild Stress
99,1795,54.5,Mild Stress
114,1323,60.9,Moderate Stress
56,3556,4.3,Relaxed
64,3739,14.2,Relaxed
132,832,78.8,High Stress
132,513,77.3,High Stress
91,1985,42.2,Mild Stress
62,3448,22.5,Relaxed
117,1350,66.1,Moderate Stress
77,2938,29.4,Normal
125,283,73.5,High Stress
67,2968,15.9,Relaxed
88,1718,33.9,Mild Stress
82,2729,37.5,Normal
74,2617,25.7,Normal
77,2993,25.4,Normal
96,2007,41.4,Mild Stress
63,3298,16.6,Relaxed
112,1333,63.3,Moderate Stress
56,2793,12.7,Relaxed
65,3396,18.0,Relaxed
108,1244,50.8,Moderate Stress
80,3192,25.4,Normal
59,3636,7.0,Relaxed
59,3228,14.8,Relaxed
132,697,79.4,High Stress
79,2414,30.7,Normal
104,1244,45.3,Moderate Stress
102,1554,50.0,Mild Stress
94,1966,43.5,Mild Stress
60,3256,10.1,Relaxed
75,2657,20.5,Normal
57,3699,9.2,Relaxed
72,3022,20.6,Relaxed
95,1845,50.2,Mild Stress
130,231,83.5,High Stress
76,3037,25.8,Normal
107,787,61.7,Moderate Stress
136,496,81.7,High Stress
83,2262,39.0,Normal
69,1810,34.8,Normal
60,3902,0.0,Relaxed
128,971,76.0,High Stress
133,627,83.2,High Stress
134,173,86.2,High Stress
74,3323,24.2,Relaxed
70,3785,10.3,Relaxed
144,417,89.1,High Stress
63,3677,4.6,Relaxed
87,2040,45.8,Mild Stress
96,1506,43.0,Moderate Stress
87,1865,38.6,Mild Stress
132,384,82.7,High Stress
124,928,66.5,High Stress
142,687,92.0,High Stress
126,429,72.7,High Stress
63,3402,10.8,Relaxed
101,1445,52.5,Moderate Stress
137,543,79.2,High Stress
131,78,75.8,High Stress
58,3477,14.3,Relaxed
100,1625,60.2,Mild Stress
129,471,81.7,High Stress
111,1575,56.5,Moderate Stress
57,3386,8.3,Relaxed
107,849,70.6,Moderate Stress
135,670,81.3,High Stress
97,1584,52.8,Mild Stress
114,585,67.8,Moderate Stress
65,3147,16.7,Relaxed
111,1153,64.0,Moderate Stress
85,2951,31.3,Normal
99,827,58.0,Moderate Stress
111,1383,62.1,Moderate Stress
100,1595,57.4,Mild Stress
139,853,76.6,High Stress
75,3122,17.6,Normal
141,713,82.0,High Stress
85,2852,24.2,Mild Stress
109,1397,56.1,Moderate Stress
74,2399,33.0,Normal
71,3296,12.3,Normal
112,1215,59.9,Moderate Stress
111,851,69.6,Moderate Stress
102,1901,50.3,Mild Stress
78,2604,31.0,Normal
112,1005,61.0,Moderate Stress
115,739,63.1,Moderate Stress
118,1311,71.2,Moderate Stress
106,1394,50.6,Moderate Stress
114,1082,57.6,Moderate Stress
68,3017,15.6,Relaxed
108,1083,57.7,Moderate Stress
130,817,75.7,High Stress
58,3403,6.4,Relaxed
121,1350,64.8,Moderate Stress
95,2147,43.4,Mild Stress
117,992,68.4,Moderate Stress
101,2389,42.7,Mild Stress
60,3791,8.2,Relaxed
79,1517,41.9,Normal
62,3631,4.5,Relaxed
110,1131,60.3,Moderate Stress
141,784,80.9,High Stress
92,1750,48.5,Mild Stress
122,336,80.0,High Stress
97,2125,39.6,Mild Stress
62,3339,7.8,Relaxed
88,2346,42.9,Mild Stress
63,2777,24.4,Relaxed
67,3203,25.3,Relaxed
99,1508,51.8,Moderate Stress
131,579,82.8,High Stress
135,714,80.1,High Stress
112,755,70.1,Moderate Stress
133,137,91.2,High Stress
97,2463,37.5,Mild Stress
72,1885,34.3,Normal
56,3532,5.1,Relaxed
141,1421,76.1,High Stress
97,1556,49.1,Mild Stress
60,3553,14.9,Relaxed
114,1106,64.5,Moderate Stress
111,2220,53.7,Mild Stress
91,1870,40.4,Mild Stress
126,485,77.5,High Stress
122,686,78.4,High Stress
99,990,56.0,Moderate Stress
83,2039,30.1,Mild Stress
88,1775,42.5,Mild Stress
73,1976,30.8,Normal
80,3029,24.7,Normal
102,1656,44.3,Mild Stress
97,1624,55.1,Mild Stress
96,1837,43.3,Mild Stress
61,2676,24.7,Relaxed
118,1214,71.1,Moderate Stress
75,2406,24.6,Normal
89,1481,51.0,Mild Stress
86,1239,45.9,Mild Stress
62,3475,7.3,Relaxed
63,2922,17.8,Relaxed
79,2743,25.8,Normal
63,3444,19.3,Relaxed
92,2278,48.6,Mild Stress
78,2255,33.8,Normal
94,2235,40.8,Mild Stress
125,710,74.9,High Stress
75,3261,25.7,Normal
121,941,66.1,Moderate Stress
140,514,82.4,High Stress
87,2109,37.4,Mild Stress
100,1072,45.6,Moderate Stress
75,3895,10.7,Normal
134,909,70.1,High Stress
99,818,62.0,Moderate Stress
78,2847,30.7,Normal
88,1821,42.7,Mild Stress
100,1763,45.4,Mild Stress
61,3713,10.0,Relaxed
98,1905,50.0,Mild Stress
111,1054,56.0,Moderate Stress
109,1415,68.5,Moderate Stress
83,2711,30.7,Normal
76,2109,26.4,Normal
91,1531,42.1,Mild Stress
94,1760,48.1,Mild Stress
98,1621,46.7,Mild Stress
79,2396,31.6,Normal
143,433,89.0,High Stress
93,1673,49.9,Mild Stress
61,3147,20.1,Relaxed
92,1380,45.2,Mild Stress
75,2486,26.7,Normal
139,654,88.6,High Stress
56,3189,3.8,Relaxed
106,890,63.7,Moderate Stress
118,467,70.9,High Stress
95,1688,41.9,Mild Stress
119,1515,64.5,Moderate Stress
90,1313,47.4,Mild Stress
134,894,80.0,High Stress
90,1703,40.5,Mild Stress
114,1612,54.3,Moderate Stress
59,3224,19.2,Relaxed
80,2757,36.1,Normal
139,722,76.3,High Stress
141,739,85.8,High Stress
154,590,87.9,High Stress
81,2213,37.0,Normal
82,2468,27.0,Normal
119,1203,64.4,Moderate Stress
111,847,61.7,Moderate Stress
133,768,81.5,High Stress
107,1881,56.5,Mild Stress
67,2387,29.4,Normal
127,663,76.6,High Stress
139,566,90.4,High Stress
94,2012,38.9,Mild Stress
72,3429,11.7,Normal
62,3317,15.9,Relaxed
81,2607,30.8,Normal
108,573,67.2,Moderate Stress
92,2387,40.0,Mild Stress
100,1241,49.8,Mild Stress
81,2227,46.5,Normal
58,3492,12.0,Relaxed
136,335,88.2,High Stress
96,1576,58.7,Mild Stress
60,3180,12.7,Relaxed
113,1653,61.7,Moderate Stress
98,1958,42.5,Mild Stress
80,2499,24.5,Normal
83,3019,29.2,Normal
78,2416,30.2,Normal
129,690,77.5,High Stress
145,635,82.3,High Stress
60,3232,11.3,Relaxed
65,3512,19.8,Relaxed
133,799,74.7,High Stress
66,3305,18.6,Normal
94,1490,44.7,Mild Stress
63,3740,8.2,Relaxed
98,2521,38.6,Mild Stress
92,1959,39.8,Mild Stress
57,3277,7.8,Relaxed
61,3447,9.2,Relaxed
69,3071,19.1,Relaxed
155,357,88.6,High Stress
65,3435,14.8,Relaxed
61,3435,13.3,Relaxed
63,3132,21.7,Relaxed
99,1618,50.1,Mild Stress
74,2777,20.6,Normal
91,1553,53.0,Mild Stress
64,3093,25.3,Relaxed
74,2655,28.2,Normal
94,2384,44.9,Mild Stress
109,180,70.0,Moderate Stress
85,1899,41.2,Mild Stress
117,1531,64.7,Moderate Stress
111,1269,63.3,Moderate Stress
100,2155,47.1,Mild Stress
73,2548,28.5,Normal
138,657,86.0,High Stress
89,2016,41.8,Mild Stress
90,1542,43.3,Mild Stress
124,453,77.0,High Stress
87,2847,29.2,Normal
107,1047,64.7,Moderate Stress
112,1119,61.8,Moderate Stress
147,520,96.3,High Stress
89,2220,34.3,Mild Stress
78,2100,32.2,Normal
111,1199,61.4,Moderate Stress
77,2917,28.3,Normal
86,2065,33.5,Mild Stress
152,1045,86.2,High Stress
93,1417,47.0,Mild Stress
134,512,75.5,High Stress
74,2466,37.3,Normal
141,1374,71.5,High Stress
93,1550,50.1,Mild Stress
75,2365,26.0,Normal
138,713,84.8,High Stress
62,3266,6.8,Relaxed
62,2844,9.0,Relaxed
77,3174,27.6,Normal
114,1219,61.6,Moderate Stress
104,1299,50.2,Moderate Stress
72,2896,25.9,Relaxed
85,2227,37.7,Normal
80,3201,31.7,Normal
151,475,88.6,High Stress
133,443,76.6,High Stress
88,2289,39.0,Mild Stress
122,859,71.8,Moderate Stress
141,690,81.9,High Stress
109,947,61.1,Moderate Stress
137,665,88.2,High Stress
101,1738,54.4,Mild Stress
60,3238,14.2,Relaxed
78,2092,32.4,Normal
65,3716,9.4,Relaxed
112,1152,57.1,Moderate Stress
88,1173,52.8,Mild Stress
132,593,76.5,High Stress
54,3678,8.2,Relaxed
66,3062,15.5,Relaxed
56,4019,0.0,Relaxed
65,3236,15.0,Relaxed
104,2759,46.6,Mild Stress
83,2410,28.6,Normal
100,1245,57.0,Mild Stress
108,913,64.8,Moderate Stress
147,603,86.8,High Stress
90,1646,48.0,Mild Stress
124,447,70.7,High Stress
86,2226,38.5,Mild Stress
96,1854,53.9,Mild Stress
87,1561,52.8,Mild Stress
75,2487,23.9,Normal
87,2532,36.8,Normal
132,716,81.3,High Stress
114,1280,62.1,Moderate Stress
88,1729,42.5,Mild Stress
65,2961,18.0,Relaxed
115,872,69.5,Moderate Stress
114,1359,64.3,Moderate Stress
135,283,91.4,High Stress
83,3231,24.1,Normal
53,3169,13.0,Relaxed
123,814,64.0,High Stress
61,2947,20.6,Relaxed
138,404,80.3,High Stress
76,3293,18.7,Normal
108,1022,62.8,Moderate Stress
63,3344,7.5,Relaxed
76,2694,20.2,Normal
97,2131,45.6,Mild Stress
58,3194,14.3,Relaxed
144,372,80.4,High Stress
59,3871,9.6,Relaxed
84,2451,33.9,Normal
134,1034,80.9,High Stress
107,1261,63.7,Moderate Stress
127,752,65.1,High Stress
103,1148,58.2,Moderate Stress
136,639,81.2,High Stress
89,1814,44.1,Mild Stress
147,373,85.1,High Stress
108,1433,59.9,Moderate Stress
107,1069,57.8,Moderate Stress
86,2074,37.4,Mild Stress
98,1000,51.8,Moderate Stress
61,2867,24.2,Relaxed
97,1960,33.5,Mild Stress
88,1917,41.3,Mild Stress
106,1314,61.4,Moderate Stress
139,36,86.8,High Stress
134,579,79.8,High Stress
127,632,71.0,High Stress
69,2188,28.0,Normal
93,1551,45.3,Mild Stress
87,1654,51.7,Mild Stress
79,2886,20.4,Normal
81,2489,25.6,Normal
102,2090,49.8,Mild Stress
88,1682,46.0,Mild Stress
106,1239,57.3,Moderate Stress
80,2733,27.8,Normal
107,1191,61.2,Moderate Stress
105,1193,53.9,Moderate Stress
84,1891,41.3,Mild Stress
76,2425,26.8,Normal
118,1056,68.5,Moderate Stress
66,3308,20.0,Relaxed
65,3871,13.3,Relaxed
80,1847,42.5,Normal
78,2875,33.6,Normal
131,383,74.7,High Stress
114,925,61.1,Moderate Stress
65,3312,15.0,Relaxed
89,1809,55.6,Mild Stress
60,2974,14.2,Relaxed
64,2752,24.4,Relaxed
71,2350,24.6,Normal
108,1152,63.8,Moderate Stress
94,2285,46.2,Mild Stress
78,2644,34.2,Normal
63,3413,16.3,Relaxed
139,608,80.9,High Stress
85,1404,40.2,Mild Stress
122,452,68.4,High Stress
89,2423,37.1,Mild Stress
130,381,80.5,High Stress
85,3125,28.4,Normal
76,2307,24.7,Normal
94,1515,47.2,Mild Stress
86,2124,38.8,Mild Stress
60,3646,16.5,Relaxed
59,3557,10.3,Relaxed
122,825,65.2,High Stress
88,1543,43.6,Mild Stress
81,2985,28.9,Normal
146,448,92.7,High Stress
106,823,62.8,Moderate Stress
129,213,86.0,High Stress
55,3442,8.4,Relaxed
97,2196,44.6,Mild Stress
108,791,60.1,Moderate Stress
74,2624,25.1,Normal
145,377,93.5,High Stress
65,3018,11.6,Relaxed
96,2515,40.9,Mild Stress
64,3110,21.0,Relaxed
75,3349,22.9,Normal
72,3190,15.9,Normal
60,2874,18.8,Relaxed
122,319,76.2,High Stress
84,2256,40.6,Normal
93,1835,40.9,Mild Stress
67,4023,10.3,Relaxed
132,593,83.1,High Stress
85,1569,41.4,Mild Stress
119,1214,63.1,Moderate Stress
134,496,82.7,High Stress
91,1520,46.8,Mild Stress
59,2292,22.7,Relaxed
87,1566,42.1,Mild Stress
133,630,81.5,High Stress
137,328,78.8,High Stress
79,1597,40.7,Normal
69,3120,15.0,Relaxed
113,1688,63.1,Moderate Stress
61,3434,13.0,Relaxed
88,2110,37.7,Mild Stress
91,2762,30.7,Mild Stress
77,1980,40.0,Normal
61,3716,14.0,Relaxed
84,2198,39.6,Mild Stress
118,917,69.5,Moderate Stress
118,792,68.3,Moderate Stress
80,2289,35.0,Normal
116,897,69.5,Moderate Stress
137,741,80.2,High Stress
97,1438,51.6,Moderate Stress
73,2315,28.3,Normal
115,1121,61.8,Moderate Stress
80,3080,22.4,Normal
132,369,78.6,High Stress
128,329,86.1,High Stress
111,1186,59.1,Moderate Stress
92,2326,36.2,Mild Stress
132,882,72.6,High Stress
83,2862,32.5,Normal
125,768,75.5,High Stress
98,1714,41.5,Mild Stress
64,3456,16.2,Relaxed
69,3682,20.7,Relaxed
60,3069,9.9,Relaxed
132,877,77.0,High Stress
86,3028,27.1,Normal
81,2668,32.3,Normal
59,3237,8.9,Relaxed
139,619,74.4,High Stress
67,2934,25.2,Normal
100,1446,48.7,Moderate Stress
83,2629,30.5,Normal
83,2407,37.9,Normal
68,3266,19.9,Relaxed
58,2681,24.1,Relaxed
141,471,83.1,High Stress
103,983,58.9,Moderate Stress
138,139,91.8,High Stress
127,551,78.1,High Stress
115,582,64.9,Moderate Stress
131,561,79.3,High Stress
111,893,60.1,Moderate Stress
64,3594,6.9,Relaxed
138,390,86.0,High Stress
87,1854,40.0,Mild Stress
88,2301,37.8,Mild Stress
72,2952,27.6,Normal
109,1077,52.1,Moderate Stress
108,1375,64.1,Moderate Stress
79,2969,27.0,Normal
69,2563,25.3,Normal
83,2344,35.9,Normal
128,761,73.6,High Stress
63,2897,20.7,Relaxed
71,2557,22.7,Normal
56,3504,10.4,Relaxed
140,378,86.4,High Stress
70,2998,12.7,Normal
81,2708,25.1,Normal
106,1210,65.7,Moderate Stress
92,1739,52.4,Mild Stress
113,1498,54.5,Moderate Stress
79,2233,40.8,Normal
74,2457,27.1,Normal
93,1568,48.5,Mild Stress
98,2167,37.8,Mild Stress
81,2755,29.8,Normal
81,1921,43.0,Normal
115,856,67.2,Moderate Stress
101,1204,57.9,Moderate Stress
86,1741,45.2,Mild Stress
68,3068,25.9,Relaxed
127,392,79.5,High Stress
64,3290,17.8,Relaxed
71,2860,24.1,Normal
121,1180,60.1,Moderate Stress
90,1824,43.6,Mild Stress
91,2258,41.0,Mild Stress
77,2269,31.2,Normal
98,1906,41.6,Mild Stress
78,2551,29.8,Normal
115,531,70.0,Moderate Stress
109,912,63.1,Moderate Stress
90,2373,40.5,Mild Stress
135,789,78.2,High Stress
109,1096,56.8,Moderate Stress
63,3341,15.4,Relaxed
114,1006,67.0,Moderate Stress
92,1887,49.2,Mild Stress
63,3364,17.8,Relaxed
71,2538,25.6,Normal
94,2113,50.9,Mild Stress
147,556,89.4,High Stress
137,886,84.6,High Stress
60,3362,6.8,Relaxed
126,825,74.5,High Stress
126,544,73.3,High Stress
87,3489,20.1,Normal
126,760,70.2,High Stress
60,2944,7.7,Relaxed
104,1403,54.1,Moderate Stress
98,1731,48.7,Mild Stress
89,2262,38.5,Mild Stress
115,244,72.3,Moderate Stress
99,1054,56.4,Moderate Stress
109,1357,59.5,Moderate Stress
126,709,80.0,High Stress
146,979,80.2,High Stress
96,1261,50.9,Mild Stress
84,2530,31.7,Normal
140,733,84.6,High Stress
79,3033,25.2,Normal
97,1887,49.7,Mild Stress
92,1716,47.3,Mild Stress
98,1616,44.9,Mild Stress
102,937,58.6,Moderate Stress
58,3184,5.4,Relaxed
90,2423,40.1,Mild Stress
113,1384,66.4,Moderate Stress
60,3426,9.0,Relaxed
55,3457,4.5,Relaxed
108,799,61.1,Moderate Stress
73,2483,30.3,Normal
69,3452,23.5,Relaxed
98,1112,58.6,Moderate Stress
119,859,66.6,Moderate Stress
62,3402,10.4,Relaxed
61,3350,16.2,Relaxed
63,3391,15.3,Relaxed
114,1044,66.3,Moderate Stress
72,3154,20.8,Normal
140,442,92.2,High Stress
150,1210,84.6,High Stress
88,2315,40.2,Mild Stress
136,618,78.2,High Stress
99,1577,49.2,Mild Stress
67,2656,22.7,Relaxed
83,1854,40.2,Mild Stress
105,1292,46.5,Moderate Stress
111,980,62.7,Moderate Stress
151,804,89.1,High Stress
96,1226,53.9,Mild Stress
134,806,77.5,High Stress
86,2725,33.1,Normal
114,1315,59.2,Moderate Stress
110,1524,56.9,Moderate Stress
108,1923,58.8,Mild Stress
144,602,84.5,High Stress
78,3230,24.8,Normal
100,1440,49.6,Mild Stress
109,1095,63.2,Moderate Stress
132,626,76.3,High Stress
78,2269,31.1,Normal
60,3918,10.5,Relaxed
114,1256,63.5,Moderate Stress
65,3167,33.0,Relaxed
128,207,85.4,High Stress
61,3179,17.2,Relaxed
91,1723,47.9,Mild Stress
121,735,71.4,Moderate Stress
80,2273,26.2,Normal
82,2418,31.8,Normal
81,1647,39.7,Mild Stress
74,2434,32.8,Normal
99,2132,43.0,Mild Stress
102,678,57.6,Moderate Stress
120,1448,63.6,Moderate Stress
135,42,88.3,High Stress
95,2272,46.1,Mild Stress
139,318,85.1,High Stress
126,791,77.3,High Stress
78,1484,43.6,Normal
94,1726,41.7,Mild Stress
93,1620,46.8,Mild Stress
93,1716,45.5,Mild Stress
139,587,81.9,High Stress
116,718,72.2,Moderate Stress
92,1988,40.6,Mild Stress
109,924,67.5,Moderate Stress
142,785,91.7,High Stress
137,981,74.7,High Stress
113,1299,61.9,Moderate Stress
86,1984,48.5,Mild Stress
109,1032,66.5,Moderate Stress
77,2750,25.9,Normal
132,207,85.9,High Stress
107,1104,61.7,Moderate Stress
85,1892,44.1,Mild Stress
64,3367,16.2,Relaxed
77,2779,33.6,Normal
140,670,82.1,High Stress
112,859,65.5,Moderate Stress
147,937,82.6,High Stress
103,888,54.9,Moderate Stress
60,3202,17.9,Relaxed
87,1735,45.9,Mild Stress
61,3046,18.4,Relaxed
78,2370,32.7,Normal
83,2937,27.4,Normal
71,2256,29.5,Normal
85,1773,38.6,Normal
81,2625,40.4,Normal
89,1753,49.8,Mild Stress
62,4095,5.6,Relaxed
54,3260,12.0,Relaxed
133,399,81.7,High Stress
118,996,64.2,Moderate Stress
56,3545,1.8,Relaxed
65,3665,11.6,Relaxed
131,430,77.7,High Stress
153,576,85.7,High Stress
55,3156,16.2,Relaxed
132,929,71.9,High Stress
140,610,78.1,High Stress
137,571,84.9,High Stress
53,3561,9.3,Relaxed
60,3100,11.4,Relaxed
61,3541,3.8,Relaxed
103,1341,49.1,Moderate Stress
113,1066,68.2,Moderate Stress
97,2330,52.1,Mild Stress
87,1579,40.9,Mild Stress
106,905,59.5,Moderate Stress
76,2634,26.7,Normal
76,2444,33.3,Normal
118,1418,60.9,Moderate Stress
66,3460,25.4,Relaxed
99,1751,45.3,Moderate Stress
112,1602,56.8,Moderate Stress
143,687,79.5,High Stress
67,3619,14.8,Relaxed
93,2764,44.4,Normal
86,2135,44.5,Mild Stress
75,2531,26.9,Normal
59,2268,22.5,Relaxed
91,1460,45.8,Mild Stress
130,666,68.3,High Stress
111,1538,53.0,Moderate Stress
87,1399,53.0,Mild Stress
140,448,86.3,High Stress
137,904,81.5,High Stress
85,1354,46.8,Mild Stress
59,3167,17.7,Relaxed
86,1482,48.1,Mild Stress
73,2680,21.6,Normal
60,3111,18.7,Relaxed
87,1999,37.2,Mild Stress
132,418,85.4,High Stress
107,1089,62.5,Moderate Stress
65,3326,13.7,Relaxed
147,328,86.8,High Stress
87,3000,35.4,Normal
96,1107,61.1,Mild Stress
63,3872,4.2,Relaxed
116,1395,62.1,Moderate Stress
89,2331,43.5,Normal
92,1456,49.5,Mild Stress
136,742,79.0,High Stress
103,1051,65.2,Moderate Stress
88,1850,35.1,Mild Stress
82,2646,35.6,Normal
60,3112,14.1,Relaxed
75,3178,19.3,Normal
90,1521,47.3,Mild Stress
59,3033,19.7,Relaxed
111,1365,56.6,Moderate Stress
116,1299,66.0,Moderate Stress
128,627,81.0,High Stress
92,1962,40.1,Mild Stress
66,2957,20.9,Relaxed
91,1618,52.4,Mild Stress
60,3334,6.5,Relaxed
76,2651,25.7,Normal
61,3360,18.5,Relaxed
144,1176,84.0,High Stress
59,3340,9.9,Relaxed
133,522,82.6,High Stress
59,3644,5.3,Relaxed
111,1466,59.7,Moderate Stress
146,671,79.8,High Stress
79,2949,25.8,Normal
96,1247,53.0,Mild Stress
144,525,84.9,High Stress
80,3071,27.5,Normal
98,1824,41.4,Mild Stress
101,1904,47.4,Mild Stress
82,2929,31.5,Normal
57,3069,12.8,Relaxed
96,1900,48.2,Moderate Stress
133,221,75.2,High Stress
55,2985,16.8,Relaxed
113,1280,63.7,Moderate Stress
132,428,82.7,High Stress
64,3375,10.2,Relaxed
67,3252,22.8,Relaxed
97,1358,55.3,Moderate Stress
106,1630,57.7,Mild Stress
66,2449,21.1,Relaxed
